DATE,OPEN,HIGH,LOW,CLOSE
1/25/2010,476.75,481.04,476.75,480.91
1/26/2010,490.12,497.9,490.12,497.9
1/27/2010,496.86,498.2,486.41,486.41
1/28/2010,484.67,487.81,481.47,481.76
1/29/2010,481.49,484.15,477.11,481.96
2/1/2010,482.93,486.95,481.84,486.95
2/2/2010,489.62,490.86,486.24,487.93
2/3/2010,490.32,495.85,490.12,495.48
2/4/2010,496.25,504.35,496.02,503.83
2/5/2010,495.67,501.06,491.05,493.04
2/8/2010,488.86,491.65,487.72,491.2
2/9/2010,486.97,488.77,482.38,482.89
2/10/2010,486.86,491.17,486.86,490.91
2/11/2010,492.99,499.97,491.86,499.94
2/12/2010,505.34,508.72,504.78,507
2/22/2010,513.19,513.19,507.93,510.02
2/23/2010,504.52,504.52,496.29,496.29
2/24/2010,492.89,494.85,490.21,494.59
2/25/2010,497.5,500.24,493.73,494.99
2/26/2010,494.31,496.91,491.97,496.91
3/1/2010,502.57,505.34,502.43,503.01
3/2/2010,503.98,505.59,500.08,501
3/3/2010,505.04,507.32,501.96,507.32
3/4/2010,510.93,516.77,510.93,511.91
3/5/2010,512.72,514.47,509.61,513.39
3/8/2010,517,522.83,517,521.12
3/9/2010,520.75,527.3,520.13,527.27
3/10/2010,526.28,529.63,522.81,525.67
3/11/2010,526.93,529.53,524.37,524.64
3/12/2010,528.9,531.51,526.7,531.51
3/15/2010,538.01,538.01,531.55,531.86
3/16/2010,526.06,529.55,516.08,516.08
3/17/2010,519.9,520.14,510.85,510.85
3/18/2010,515.24,519.73,510.47,519.73
3/19/2010,520.14,521.22,515.99,515.99
3/22/2010,515.71,517.79,511.58,511.58
3/23/2010,512.21,513.07,506.53,506.53
3/24/2010,511.05,512.87,508.75,512.12
3/25/2010,507.85,508.83,502.16,503.39
3/26/2010,505.51,506.4,501.64,505.3
3/29/2010,506.7,509.15,504.05,505.67
3/30/2010,504.71,506.29,500.72,500.72
3/31/2010,501.85,504,499.24,499.24
4/1/2010,500.31,508.91,499.99,508.18
4/2/2010,510.38,513.1,508.54,510.48
4/5/2010,514.17,516.27,513.45,514.79
4/6/2010,517.48,520.31,515.33,515.33
4/7/2010,516.21,517.26,512.54,515.82
4/8/2010,515.72,519.4,514.74,515.93
4/9/2010,517.06,519.61,516.4,517.42
4/12/2010,522.12,523.16,519.5,519.93
4/13/2010,521.04,523.23,517.98,517.98
4/14/2010,518.57,518.74,515.81,516.21
4/15/2010,521.01,521.49,518.39,521.49
4/16/2010,523.72,523.99,521.53,522.03
4/19/2010,521.35,521.69,516.74,516.74
4/20/2010,517.36,519.72,515.2,515.2
4/21/2010,517.54,520.2,517.54,519.7
4/22/2010,521.9,534.53,521.9,529.31
4/26/2010,531.69,535.41,531.21,531.21
4/27/2010,532.58,536.23,531.57,535.72
4/28/2010,536.08,539.83,536.08,539.2
4/29/2010,541.44,542.74,541.19,542.37
5/4/2010,544.52,550.61,544.52,549.12
5/5/2010,548.75,551.39,546.13,548.01
5/6/2010,549.19,551.4,547.02,549.51
5/7/2010,548.22,548.22,536.51,542.03
5/10/2010,541.49,541.49,532.4,534.38
5/11/2010,537.85,539.93,532.72,534.36
5/12/2010,527.52,527.52,519.6,519.6
5/13/2010,521.93,524.2,516.11,518.93
5/14/2010,522.92,523.48,519.98,520.72
5/17/2010,521.3,521.67,509.5,511.27
5/18/2010,510.49,510.75,505.13,508.3
5/19/2010,503.66,504.57,494.9,494.9
5/20/2010,481.8,503.55,481.68,503.55
5/21/2010,487.76,490.3,482.16,483.69
5/24/2010,485.1,489.62,479.56,486.19
5/25/2010,484.8,490.33,482.86,486.25
5/26/2010,491.45,492.69,488.29,492.69
5/27/2010,491.63,497.16,489.75,497.16
5/28/2010,509.47,513.34,506.43,512.99
5/31/2010,510.54,513.44,506.32,507.44
6/1/2010,505.18,509.13,503.65,508.68
6/2/2010,505.18,511.1,504.79,510.74
6/3/2010,516.15,516.22,511.16,511.16
6/4/2010,511.85,513,508.75,510.37
6/7/2010,498.94,502.18,494.98,496.89
6/8/2010,494.08,497.95,493.2,497.19
6/9/2010,500.12,502.53,497.24,497.56
6/10/2010,497,500.61,495.4,500.51
6/11/2010,505.07,506.75,504.29,504.29
6/14/2010,506.55,509.35,506.31,508.32
6/15/2010,509.3,510.18,506.5,508.01
6/16/2010,510.35,513.07,510.35,510.72
6/17/2010,510.3,511.16,508.36,510.76
6/18/2010,511.93,514.04,509.35,511.18
6/21/2010,515.08,515.76,513.95,514.75
6/22/2010,513.23,515.39,511.31,512.63
6/23/2010,510.27,514.4,508.84,512.82
6/24/2010,513.57,514.95,511.67,511.67
6/25/2010,506.06,509.57,505.12,505.12
6/28/2010,505.37,507.71,505.26,507.28
6/29/2010,509.84,511.37,509.46,510.71
6/30/2010,501.19,507.14,501.06,507.14
7/1/2010,504.11,506.61,503.65,504.02
7/2/2010,505.15,505.55,502.5,503.65
7/5/2010,505.67,507.08,504.54,506.54
7/6/2010,505.75,505.75,500.7,500.82
7/7/2010,502.5,503.84,496.91,496.91
7/8/2010,502.06,502.2,498.55,498.55
7/9/2010,499.05,501.11,498.96,499.46
7/12/2010,499.83,500.39,497.16,499.93
7/13/2010,505.42,509.86,502.58,509.08
7/14/2010,512.22,512.81,507.34,507.34
7/15/2010,505.84,507.63,505.01,505.19
7/16/2010,505.47,507.12,504.17,506.21
7/19/2010,504.25,506.84,503.22,506.84
7/20/2010,507.04,507.25,505.23,506.56
7/21/2010,507.16,507.27,505.35,505.4
7/22/2010,503.13,503.62,500.04,500.28
7/23/2010,502.79,502.87,499.73,500.31
7/26/2010,501.2,501.92,498.1,498.1
7/27/2010,499.03,501.86,497.67,497.67
7/28/2010,497.4,497.86,491,491
7/29/2010,488.92,492.92,488.92,491.11
7/30/2010,491.3,495.1,491.3,493.91
8/2/2010,494.78,495.26,491.27,491.61
8/3/2010,493.4,496.53,491.9,491.9
8/4/2010,490.29,490.31,484.66,486.71
8/5/2010,488.75,489.17,485.36,486.21
8/6/2010,485.22,485.22,482.37,482.82
8/9/2010,482.65,482.65,472.51,472.74
8/10/2010,468.84,469.31,458.22,461.67
8/11/2010,463.08,465.88,458.86,463.12
8/12/2010,458.03,458.59,448.25,448.4
8/13/2010,440.72,452.73,440.72,452.73
8/16/2010,458.09,464.76,456.88,464.76
8/17/2010,461.89,463.87,457.19,463.52
8/18/2010,461.76,462.12,453.23,455.49
8/19/2010,454.5,455.94,450.07,452.23
8/20/2010,452.06,454.84,444.38,454.84
8/23/2010,453.06,453.06,447.92,447.92
8/24/2010,441.73,441.73,433.6,434.42
8/25/2010,427.01,428.46,421.3,423.89
8/26/2010,425.54,429.12,421.81,427.07
8/27/2010,423.1,431.24,421.73,429.14
8/30/2010,439.27,445.44,439.27,444.55
8/31/2010,447.86,455.43,445.36,455.08
9/1/2010,456.48,458.75,450.93,458.75
9/6/2010,463.94,469.25,463.94,466
9/7/2010,463.35,467.35,458.93,460.59
9/8/2010,454.4,458.44,453.03,458.44
9/9/2010,462.53,465.69,459.86,463.68
9/10/2010,463.48,464.28,451.39,451.39
9/13/2010,448.97,452.47,442.43,447.27
9/14/2010,450.95,451.46,447.95,449.01
9/15/2010,449.07,450.48,444.74,448.72
9/16/2010,445.69,450.85,445.49,449.52
9/17/2010,451.49,457.58,450.64,457.58
9/20/2010,462.01,462.83,457.87,457.87
9/21/2010,457.73,457.92,453.32,453.32
9/22/2010,453.01,455.81,453.01,453.9
9/23/2010,451.41,453.71,447.16,450.77
9/24/2010,449.13,452.28,448.16,449.71
9/27/2010,451.17,452.51,449.37,450.2
9/28/2010,452.07,455.13,452.07,455.13
9/29/2010,457.99,458,452.94,452.94
9/30/2010,452.71,454.52,451.28,454.52
10/1/2010,454.41,455.46,451.71,451.71
10/4/2010,452.38,452.38,443.98,445.83
10/5/2010,440.91,450.96,440.63,450.96
10/6/2010,452.88,460.72,452.78,460.72
10/7/2010,461.99,467.61,460.16,462.05
10/8/2010,459.3,465.05,459.26,459.26
10/11/2010,457.41,461.48,456.6,459.32
10/12/2010,457.19,459.94,453.72,454.32
10/13/2010,453.23,457.7,452.19,457.7
10/14/2010,459.79,460.92,457.88,458.66
10/15/2010,457.07,458.39,455.73,458.39
10/18/2010,458.44,459.35,456,457.59
10/19/2010,458.44,459.39,451.82,454.25
10/20/2010,450.79,451.04,441.16,442.17
10/21/2010,442.09,445.25,440.59,445.05
10/22/2010,444.84,446.39,441.5,445.21
10/25/2010,444.67,448.61,443.12,448.61
10/26/2010,450.23,458.23,450.23,455.12
10/27/2010,455.23,455.93,448.9,450.01
10/28/2010,448.62,451.51,448.28,450.07
10/29/2010,450.5,452.79,450.29,452.63
11/1/2010,451.81,451.86,449.83,451.06
11/2/2010,448.62,448.87,445.6,446.3
11/3/2010,445.33,445.76,442.34,444.16
11/4/2010,444.13,448.95,443.97,448.95
11/5/2010,452.41,457.27,450.09,457.27
11/8/2010,457.5,458.74,454.41,457.13
11/9/2010,455.58,455.65,449.4,449.4
11/10/2010,447.72,451.26,447.61,451.26
11/11/2010,451.24,451.61,446.31,446.69
11/12/2010,444.78,446.86,436.5,441.6
11/15/2010,440.61,443.08,432.72,433.54
11/16/2010,431.08,431.33,425.05,426.89
11/17/2010,426.89,430.24,424.32,425.5
11/18/2010,427.74,432.05,427.74,430.72
11/19/2010,434.39,434.42,426.51,426.51
11/22/2010,422.71,426.19,419.98,426.19
11/23/2010,426.19,430.81,426.03,430.81
11/24/2010,430.73,434.48,427.99,434.48
11/25/2010,434.7,440.19,434.7,439.85
11/26/2010,441.88,443.68,437.29,439.94
11/29/2010,437.92,446.36,436.38,446.36
11/30/2010,450.04,456.3,450.04,451.59
12/1/2010,451.02,453.55,448.13,449.93
12/2/2010,450.09,457.42,448.23,457.42
12/3/2010,462.3,467.2,462.3,464.35
12/6/2010,467.3,468.78,462.87,465.56
12/7/2010,461.71,466.1,460.76,460.76
12/8/2010,459.41,461.6,452.55,452.83
12/9/2010,450.59,460.79,450.16,460.45
12/10/2010,464.81,473.06,462.39,473.06
12/13/2010,485.82,490.3,485.73,490.22
12/14/2010,493.72,496.42,480.64,489.65
12/15/2010,492.8,497.09,491.51,493.47
12/16/2010,484.81,489.7,479.68,480.21
12/17/2010,483,485.29,476.27,485.29
12/20/2010,488.3,488.3,478.29,478.29
12/21/2010,471.17,483.43,470.14,481.78
12/22/2010,488.31,488.69,481.53,481.53
12/23/2010,481.71,481.71,475.41,475.41
12/24/2010,474.16,477.81,470.81,472.76
12/27/2010,475.64,476.05,469.64,473.05
12/28/2010,471.73,479.33,471.73,479.33
12/29/2010,480.53,481.17,476.53,478.75
12/30/2010,477.2,481.51,477.2,481.4
12/31/2010,480.93,485.22,480.1,484.66
1/4/2011,485.72,487.83,481.66,485.97
1/5/2011,487.94,487.94,481.91,481.91
1/6/2011,480.86,483.16,479.87,482.31
1/7/2011,482.77,483.86,481.35,481.86
1/10/2011,483.71,485.06,479.58,480.55
1/11/2011,477.97,480.79,475.48,477.44
1/12/2011,480.82,481.65,477.49,478.45
1/13/2011,479.95,485.02,479.6,484.12
1/14/2011,487.06,490.11,486.54,489.22
1/17/2011,492.89,498.49,492.37,495.16
1/18/2011,497.05,501.28,496,497.43
1/19/2011,504.93,507.89,503.1,505.91
1/20/2011,510.17,514.05,510.17,511.98
1/21/2011,518.32,521.22,518.24,519.5
1/24/2011,525.7,525.7,509.88,509.88
1/25/2011,504.06,506.12,501.87,501.97
1/26/2011,498.24,502.02,498.24,501.25
1/27/2011,501.25,503.43,498.11,502.68
1/28/2011,502.77,511.91,502.75,510.6
2/8/2011,515.7,521.49,515.61,520.69
2/9/2011,528.69,529.2,522.49,522.59
2/10/2011,523.25,526.57,519.51,520.23
2/11/2011,522.79,522.79,516.4,519.98
2/14/2011,520.73,522.37,514.05,514.05
2/15/2011,509.28,517.98,509.28,517.87
2/16/2011,519.55,519.7,513.11,513.11
2/17/2011,510.69,511.04,505.5,509.83
2/18/2011,509.1,510.75,502.55,503.92
2/21/2011,497.71,497.71,481.86,483.68
2/22/2011,467.4,471.68,467.4,470.02
2/23/2011,468.97,474.02,466.88,470.67
2/24/2011,462.43,462.87,455.74,461.29
2/25/2011,460.57,467.97,457.96,466.96
2/28/2011,467.12,474.22,461.37,461.37
3/1/2011,458.21,466.12,458.14,466.12
3/2/2011,464.27,466.26,453.33,457.83
3/3/2011,449.78,457.13,449.78,452.34
3/4/2011,454.73,459.23,452.61,459.23
3/7/2011,465.21,468.22,464.44,468.22
3/8/2011,471.78,477.52,471.78,475.38
3/9/2011,474.8,475.19,466.72,470.51
3/10/2011,467.54,482.54,467.54,482.49
3/11/2011,490.13,496.22,490.13,495.06
3/14/2011,491.95,493.2,479.9,479.9
3/15/2011,470.47,476.3,468.2,468.74
3/16/2011,467.17,470.64,461.57,463.58
3/17/2011,461.48,468.28,457.01,460.53
3/18/2011,459.4,461.88,454.73,461.08
3/21/2011,467.17,469.52,464.78,468.25
3/22/2011,470.22,470.98,464.8,464.8
3/23/2011,464,467.96,463.96,467.64
3/24/2011,465.12,468.59,461.32,461.32
3/25/2011,461.21,462.67,457.66,457.74
3/28/2011,458.35,463.37,456.74,459.52
3/29/2011,460.68,462.31,456.02,457.88
3/30/2011,454.33,460.1,454.31,460.04
3/31/2011,462.27,465.31,460.74,461.13
4/1/2011,460.8,463.11,458.55,459.17
4/4/2011,459.95,460.65,457.25,457.25
4/5/2011,458.19,459.1,454.86,457.2
4/6/2011,458.51,464.94,458.05,464.94
4/7/2011,464.72,465.85,462,463.49
4/8/2011,462.51,464.53,462.19,464.29
4/13/2011,464.21,464.74,461.01,461.01
4/14/2011,459.87,462.34,459.87,460.63
4/15/2011,462.17,463.5,460.9,460.96
4/18/2011,458.39,459.16,454.79,455.46
4/19/2011,453.59,457.63,453.54,453.74
4/20/2011,454.57,458.5,454.29,458.5
4/21/2011,458.38,462.74,458.26,460.3
4/22/2011,460.89,462.44,454.01,456.45
4/25/2011,458.99,467.01,458.99,465.62
4/26/2011,463.77,468.12,461.54,461.86
4/27/2011,465.98,469.32,463.68,469.32
4/28/2011,472.17,474.65,472.17,472.93
4/29/2011,477.43,481.13,477.07,480.08
5/4/2011,483.3,488.02,482.62,486.58
5/5/2011,485.96,486.99,476.48,479.29
5/6/2011,472.52,473.63,470.13,472.71
5/9/2011,469.01,477.47,467.77,477.47
5/10/2011,479.01,481.69,478.58,481.29
5/11/2011,479.07,483.74,479.06,483.15
5/12/2011,483.1,484.74,480.13,482.14
5/13/2011,482.01,482.51,478.58,479.67
5/16/2011,479.01,481.51,471.49,471.49
5/17/2011,471.49,474.57,464.35,464.35
5/18/2011,457.92,459.19,451.49,454.91
5/19/2011,450.92,456.47,444.85,444.85
5/20/2011,444.85,444.85,432.24,432.87
5/23/2011,429.74,430.54,416.14,417.82
5/24/2011,407.13,407.61,402.07,402.59
5/25/2011,388.64,389.9,385.72,386.36
5/26/2011,386.36,398.04,371.03,398.04
5/27/2011,406.75,410.82,405.78,410.82
5/30/2011,417.07,417.35,412,412.1
5/31/2011,414.98,421.37,414.88,421.37
6/1/2011,422.98,435.69,420.88,435.69
6/2/2011,446.66,450.59,445.98,450.59
6/3/2011,461.93,461.93,436.5,443.41
6/6/2011,434.97,436.91,430.15,433.81
6/7/2011,443.11,448.4,441.4,443.68
6/8/2011,445.43,446.99,436.15,439.57
6/9/2011,439.82,444.13,437.87,443.95
6/10/2011,446.54,451.81,445,445
6/13/2011,443.49,446.12,442.02,442.69
6/14/2011,441.09,452.55,440.57,441.54
6/15/2011,442.85,443.41,436.24,441.45
6/16/2011,439.58,445.66,438.51,445.17
6/17/2011,445.88,446.98,438.64,438.93
6/20/2011,438.13,440.17,431.59,431.63
6/21/2011,432.81,442.74,432.81,442.74
6/22/2011,444.28,445.49,439.29,439.63
6/23/2011,436.85,440.51,434.4,434.75
6/24/2011,436.17,436.2,432.79,433.4
6/27/2011,436.95,438.53,433.62,434.25
6/28/2011,434.05,435.86,430.91,432.31
6/29/2011,433.07,434.92,430.91,434.6
6/30/2011,435.21,435.63,432.17,432.54
7/1/2011,429.91,430.04,424.26,425.29
7/4/2011,425.04,426.17,423.39,425.42
7/5/2011,427.54,434.07,427.54,431.03
7/6/2011,432.15,432.8,427.84,428.3
7/7/2011,426.64,431.03,426.53,429.99
7/8/2011,428.81,431.35,428.75,430.32
7/11/2011,429.41,429.63,425.08,425.09
7/12/2011,422.13,423.93,416.94,417.25
7/13/2011,422.17,422.69,417.64,418.18
7/14/2011,418.07,419.58,414.27,418.93
7/15/2011,419.82,419.82,412.52,414.74
7/18/2011,412.9,415.77,411.22,415.77
7/19/2011,414.4,415.43,409.16,410.12
7/20/2011,410.2,416.77,410.2,416.77
7/21/2011,416.24,417.06,412.21,413.06
7/22/2011,412.97,412.97,408.96,409.2
7/25/2011,409.11,410.38,407.58,409.36
7/26/2011,408.93,410.79,407.31,409.39
7/27/2011,409.54,409.81,406.45,409.4
7/28/2011,409.18,411.36,408.18,408.39
7/29/2011,407.58,409.04,402.2,405.7
8/1/2011,404.84,404.91,400.49,401.95
8/2/2011,398.92,400.11,396.23,396.55
8/3/2011,393.6,394.15,388.79,391.47
8/4/2011,392.93,398.74,392.92,396.05
8/5/2011,394.89,401.01,394.83,400.88
8/8/2011,399.24,400.69,395.14,396.41
8/9/2011,388.78,388.82,385.76,387.7
8/10/2011,388.61,390.88,385.33,385.96
8/11/2011,380.97,384.44,379.84,384.44
8/12/2011,385.16,387.13,383.58,383.92
8/15/2011,384.47,384.97,383.37,384.32
8/16/2011,383.96,388.58,383.66,386.48
8/17/2011,387.65,393.46,387.65,393.46
8/18/2011,398.21,402.89,397.7,402.89
8/19/2011,399.98,400.76,396.2,400.76
8/22/2011,401.87,406.75,401.87,406.03
8/23/2011,405.19,405.19,401.23,401.28
8/24/2011,403.21,406.29,396.68,396.68
8/25/2011,398.46,402.19,397.93,401.65
8/26/2011,403.21,405.96,402.81,404.41
8/29/2011,405.89,413.37,405.26,413.37
8/30/2011,421.81,423.01,416.84,419.26
8/31/2011,421.45,426.29,417.79,424.71
9/1/2011,429.49,435.29,429.31,435.29
9/5/2011,438.35,439.82,432.07,435.73
9/6/2011,434.02,437.58,430.82,436.16
9/7/2011,444.4,445.72,440.44,443.99
9/8/2011,450.4,457.41,449.97,453.26
9/9/2011,452.94,460.17,452.33,459.92
9/12/2011,461.14,465.41,460.49,462.93
9/13/2011,469.5,471.07,466.69,469.4
9/14/2011,469.33,475.45,466.99,466.99
9/15/2011,462.72,470.9,461.31,470.67
9/16/2011,470.87,473.56,457.11,457.11
9/19/2011,450.21,461.68,449.5,461.68
9/20/2011,459.32,459.32,454.17,454.37
9/21/2011,451.99,454.48,446.65,447.57
9/22/2011,443.3,449.3,441.67,449.26
9/23/2011,439.61,442.14,438.58,440.3
9/26/2011,436.63,444.4,431.78,434.43
9/27/2011,434.02,440.95,431.86,437.47
9/28/2011,441.53,442.53,433.97,433.97
9/29/2011,431.8,433.38,425.02,428.08
9/30/2011,426.13,433.09,424.64,427.6
10/3/2011,426.43,428.28,422.12,422.12
10/4/2011,417.46,420.46,415.35,418.18
10/5/2011,420.74,422.71,415.85,417.21
10/6/2011,417.94,423.08,417.94,421.32
10/7/2011,423.46,423.74,417.96,417.96
10/10/2011,416.77,421.52,415.73,419.66
10/11/2011,421,421.29,417.35,417.73
10/12/2011,414.41,415.37,409.3,410.91
10/13/2011,411.17,413.71,407.61,412.59
10/14/2011,413.12,415.62,413.09,414.49
10/17/2011,415.52,415.52,410.33,410.84
10/18/2011,407.44,408.11,404.32,404.32
10/19/2011,404.32,407.02,399.08,401.15
10/20/2011,402.86,404.85,401.62,403.73
10/21/2011,405.44,411.79,405.44,411.03
10/24/2011,415.9,418.34,414.46,414.46
10/25/2011,416.06,417.07,409.38,409.38
10/26/2011,410.42,413.66,410.35,412.1
10/27/2011,414.63,415.59,412.79,414.75
10/28/2011,418.83,422.45,415.52,422.07
10/31/2011,426.89,428.86,420.81,420.81
11/1/2011,418.77,419.16,412.6,413.82
11/2/2011,410.02,412.06,407.07,407.79
11/3/2011,408.18,410.48,405.72,408.44
11/4/2011,411.22,412.79,410.37,410.57
11/7/2011,409.78,413.94,408.66,410.52
11/8/2011,408.36,409.76,405.17,408.6
11/9/2011,409.19,410.21,404.18,405.19
11/10/2011,402.47,402.47,399.29,401.03
11/11/2011,399.67,403.4,396.3,396.3
11/14/2011,397.52,397.7,389.04,391.74
11/15/2011,391.63,393.46,386.47,387.87
11/16/2011,389.25,392.98,388.51,390.89
11/17/2011,390.91,392.23,385.86,385.86
11/18/2011,383.14,383.45,377.46,379.62
11/21/2011,380.4,382.71,377.92,379.14
11/22/2011,377.46,382.62,375.93,381.76
11/23/2011,385.15,388.57,384.84,388.57
11/24/2011,387.26,389.29,381.78,381.78
11/25/2011,381.78,383.74,379.38,383.35
11/28/2011,386.04,388.98,383.05,383.31
11/29/2011,385.78,386.55,382.9,382.9
11/30/2011,381.88,382.62,378.78,380.69
12/1/2011,380.47,382.87,377.03,380.1
