DATE,OPEN,HIGH,LOW,CLOSE
10/22/2014,25538,25897,25436,25641
10/23/2014,25538,25538,25180,25333
10/24/2014,25590,25590,24923,25231
10/27/2014,25077,25128,24615,24615
10/28/2014,24154,25128,24154,25128
10/29/2014,25128,25590,25128,25538
10/30/2014,25590,25590,25128,25436
10/31/2014,25436,25590,25385,25590
11/3/2014,25590,26923,25590,26667
11/4/2014,26667,26667,25641,25641
11/5/2014,25641,25897,25436,25897
11/6/2014,25641,26154,25641,25897
11/7/2014,25641,26667,25538,26154
11/10/2014,26154,27436,26154,26667
11/11/2014,26667,26667,25897,26410
11/12/2014,26154,26154,25590,25897
11/13/2014,25436,25641,25385,25436
11/14/2014,25538,25538,24718,24923
11/17/2014,24872,25538,24872,25026
11/18/2014,25077,25897,25077,25538
11/19/2014,25538,25538,25026,25077
11/20/2014,25077,25128,24923,25077
11/21/2014,25077,25282,24872,24923
11/24/2014,25026,25026,24564,24769
11/25/2014,24769,25538,24615,25538
11/26/2014,25641,25897,25128,25487
11/27/2014,25128,25641,24872,25641
11/28/2014,25385,25436,25026,25282
12/1/2014,25538,25641,25333,25385
12/2/2014,25385,25487,25231,25333
12/3/2014,25333,25333,25026,25128
12/4/2014,25026,25077,24821,24872
12/5/2014,25333,25385,24923,25026
12/8/2014,24769,25231,24615,25231
12/9/2014,25180,25231,24872,25077
12/10/2014,25077,25333,25077,25333
12/11/2014,24923,25385,24923,25385
12/12/2014,25385,25385,25282,25333
12/15/2014,25231,25231,25026,25128
12/16/2014,25128,25128,24103,24513
12/17/2014,24872,24872,22821,22974
12/18/2014,22872,23846,22872,23538
12/19/2014,23692,23692,23077,23231
12/22/2014,22564,24103,22564,24103
12/23/2014,23641,24256,23590,23949
12/24/2014,24154,24513,24051,24205
12/25/2014,23846,24615,23795,24154
12/26/2014,24359,24359,23590,24154
12/29/2014,24256,24256,23692,24051
12/30/2014,23641,24308,23641,24103
12/31/2014,24103,24410,24103,24359
1/5/2015,24564,24564,24103,24103
1/6/2015,24103,24103,23744,24103
1/7/2015,24103,24872,23949,24308
1/8/2015,24615,24615,24000,24359
1/9/2015,24359,24410,24205,24256
1/12/2015,24513,24513,24103,24154
1/13/2015,24205,24205,24051,24103
1/14/2015,24103,24103,23897,24103
1/15/2015,23949,24103,23897,24103
1/16/2015,24205,24769,24154,24205
1/19/2015,24308,24615,23744,24308
1/20/2015,24308,24308,23897,23897
1/21/2015,24103,24103,23385,23385
1/22/2015,23282,23333,22667,22872
1/23/2015,22821,23590,22564,23077
1/26/2015,23487,23487,22769,22769
1/27/2015,22974,23026,22667,22769
1/28/2015,22769,22974,22667,22821
1/29/2015,22821,22821,22564,22821
1/30/2015,22718,22718,22103,22103
2/2/2015,22564,22821,21846,22051
2/3/2015,22051,22051,20718,20769
2/4/2015,20923,20923,20308,20308
2/5/2015,20308,20718,20256,20410
2/6/2015,20513,20564,20256,20308
2/9/2015,20308,20718,20103,20154
2/10/2015,20000,20000,19744,19846
2/11/2015,19744,20308,19744,20308
2/12/2015,20718,20718,20308,20308
2/13/2015,20308,20308,19897,20256
2/24/2015,20256,20410,20103,20308
2/25/2015,20205,20410,20154,20359
2/26/2015,20256,20359,20000,20205
2/27/2015,20205,20205,19897,20000
3/2/2015,19949,20000,19487,19744
3/3/2015,19744,19897,19692,19846
3/4/2015,20000,20359,20000,20359
3/5/2015,20359,20513,20256,20256
3/6/2015,20256,20256,19949,20103
3/9/2015,20051,20256,19795,19897
3/10/2015,20000,20000,19846,19897
3/11/2015,19897,19897,19795,19795
3/12/2015,19846,19846,19538,19692
3/13/2015,19744,19744,19487,19487
3/16/2015,19231,19487,19128,19385
3/17/2015,19231,19282,18923,19026
3/18/2015,19180,19180,18667,18667
3/19/2015,18667,18974,18564,18667
3/20/2015,18667,18667,17846,17846
3/23/2015,18615,18615,18154,18154
3/24/2015,18308,18308,18000,18154
3/25/2015,18000,18051,17538,17538
3/26/2015,17436,17538,16923,16974
3/27/2015,17077,17538,17077,17385
3/30/2015,17385,17590,16923,17180
3/31/2015,17180,17333,17077,17333
4/1/2015,17333,17333,16256,16410
4/2/2015,16410,17282,16359,17282
4/3/2015,17385,18256,17333,18256
4/6/2015,18410,18410,17846,17949
4/7/2015,17949,18051,17590,18051
4/8/2015,18103,18308,17846,18154
4/9/2015,17846,18205,17846,18103
4/10/2015,18103,18410,18103,18308
4/13/2015,18359,18359,18103,18154
4/14/2015,18154,18308,18103,18205
4/15/2015,18205,18923,18205,18923
4/16/2015,18872,19436,18821,19128
4/17/2015,19128,19282,18872,19026
4/20/2015,18974,19231,18923,18974
4/21/2015,18923,19180,18872,19128
4/22/2015,19026,19897,19026,19795
4/23/2015,19795,19949,19282,19385
4/24/2015,19385,19744,19333,19333
4/27/2015,19641,19641,19333,19385
5/4/2015,11136,11136,10344,10344
5/5/2015,10344,10842,10227,10842
5/6/2015,10725,10842,10608,10608
5/7/2015,10608,10872,10608,10813
5/8/2015,10960,10960,10813,10842
5/11/2015,10842,10901,10725,10872
5/12/2015,10842,10872,10784,10842
5/13/2015,10813,10813,10579,10579
5/14/2015,10579,10784,10579,10784
5/15/2015,10872,10872,10579,10579
5/18/2015,10344,10550,10315,10315
5/19/2015,10550,10608,10432,10520
5/20/2015,10403,10813,10403,10550
5/21/2015,10784,10784,10608,10725
5/22/2015,10696,10725,10667,10696
5/25/2015,10755,10784,10579,10725
5/26/2015,10901,10901,10491,10491
5/27/2015,10491,10696,10491,10550
5/28/2015,10579,10608,10520,10550
5/29/2015,10520,10813,10491,10725
6/1/2015,10784,10930,10725,10784
6/2/2015,10784,10872,10755,10755
6/3/2015,10755,11077,10755,10960
6/4/2015,10872,11077,10842,10842
6/5/2015,10842,11048,10842,11018
6/8/2015,11253,11253,10960,10960
6/9/2015,10960,11692,10960,11311
6/10/2015,11311,11956,11311,11956
6/11/2015,12161,12777,12103,12747
6/12/2015,12777,12835,12308,12366
6/15/2015,12132,12718,12132,12571
6/16/2015,12454,12571,12278,12366
6/17/2015,12308,12659,12249,12454
6/18/2015,12308,12571,12190,12308
6/19/2015,12308,12513,12278,12425
6/22/2015,12308,12484,12190,12190
6/23/2015,12249,12366,12190,12308
6/24/2015,12396,12454,12278,12396
6/25/2015,12454,12571,12337,12542
6/26/2015,12542,12630,11722,11722
6/29/2015,11722,12337,11722,12308
6/30/2015,12190,12601,12190,12454
7/1/2015,12249,12454,11868,12308
7/2/2015,12190,12396,12161,12308
7/3/2015,12308,12337,12249,12278
7/6/2015,12161,12454,12161,12308
7/7/2015,12308,12894,12308,12718
7/8/2015,12747,12747,12454,12689
7/9/2015,12601,12689,12454,12513
7/10/2015,12601,12894,12601,12835
7/13/2015,12777,12894,12630,12835
7/14/2015,12894,12894,12718,12894
7/15/2015,12894,13011,12747,12777
7/16/2015,12689,12777,12454,12689
7/17/2015,12835,12923,12718,12777
7/20/2015,12689,12689,12484,12513
7/21/2015,12454,12630,12454,12513
7/22/2015,12454,12747,12454,12747
7/23/2015,12718,12747,12542,12571
7/24/2015,12718,13450,12601,13450
7/27/2015,13744,14300,13626,13949
7/28/2015,13949,14037,13450,13450
7/29/2015,13187,13216,12513,12571
7/30/2015,12454,12601,12308,12337
7/31/2015,12337,12601,12337,12425
8/3/2015,12278,12308,11722,12103
8/4/2015,12132,12220,12073,12190
8/5/2015,12278,12366,12190,12220
8/6/2015,12220,12425,12220,12308
8/7/2015,12308,12454,12249,12454
8/10/2015,12513,12864,12513,12747
8/11/2015,12747,12923,12689,12806
8/12/2015,12747,12806,12484,12542
8/13/2015,12513,12542,12278,12337
8/14/2015,12454,12601,12308,12571
8/17/2015,12454,12571,12308,12454
8/18/2015,12454,12747,12366,12747
8/19/2015,12689,12718,12425,12718
8/20/2015,12718,12718,12484,12601
8/21/2015,12601,12601,12308,12454
8/24/2015,11927,12161,11604,11604
8/25/2015,11604,11985,10813,11341
8/26/2015,11634,12132,11604,12132
8/27/2015,12132,12571,12015,12571
8/28/2015,12601,12630,12337,12484
8/31/2015,12484,12484,12161,12161
9/1/2015,12308,12308,12103,12103
9/3/2015,12103,12103,11810,11868
9/4/2015,11927,11927,11692,11751
9/7/2015,11780,11780,11575,11634
9/8/2015,11634,11927,11634,11927
9/9/2015,11927,11985,11868,11927
9/10/2015,11810,12073,11722,12015
9/11/2015,12015,12044,11810,12015
9/14/2015,12015,12015,11722,11722
9/15/2015,11722,11810,11722,11722
9/16/2015,11839,11839,11722,11780
9/17/2015,11839,12044,11810,12044
9/18/2015,12073,12161,12015,12161
9/21/2015,12161,12249,12015,12161
9/22/2015,12161,12425,12161,12308
9/23/2015,12308,12308,12190,12249
9/24/2015,12220,12220,12073,12073
9/25/2015,12073,12073,11810,11985
9/28/2015,11868,11956,11810,11897
9/29/2015,11839,11927,11780,11927
9/30/2015,11868,11985,11839,11956
10/1/2015,11956,11985,11927,11985
10/2/2015,12015,12396,11956,12396
10/5/2015,12396,12425,12044,12308
10/6/2015,12454,12571,12337,12513
10/7/2015,12601,12601,12366,12396
10/8/2015,12396,12689,12337,12601
10/9/2015,12601,12689,12542,12601
10/12/2015,12630,12982,12630,12806
10/13/2015,12747,12806,12659,12718
10/14/2015,12718,12864,12718,12747
10/15/2015,12659,12923,12659,12835
10/16/2015,12835,12982,12835,12982
10/19/2015,13128,13187,12982,12982
10/20/2015,12894,13040,12630,12747
10/21/2015,12864,12894,12659,12718
10/22/2015,12747,12864,12659,12718
10/23/2015,12806,13187,12747,13187
10/26/2015,13216,13480,13216,13304
10/27/2015,13304,13861,13216,13744
10/28/2015,13744,13919,13480,13509
10/29/2015,13509,13773,13421,13538
10/30/2015,13626,13685,13480,13626
11/2/2015,13597,13597,13040,13040
11/3/2015,12982,13421,12777,13421
11/4/2015,13421,13421,13128,13128
11/5/2015,13070,13245,13070,13070
11/6/2015,13040,13187,12923,12982
11/9/2015,13040,13187,12806,13099
11/10/2015,13040,13158,12982,12982
11/11/2015,13040,13099,12982,13011
11/12/2015,13070,13070,12894,12894
11/13/2015,12952,12952,12835,12864
11/16/2015,12864,12894,12806,12894
11/17/2015,12894,13158,12864,13040
11/18/2015,13128,13128,12894,12894
11/19/2015,12894,12982,12864,12894
11/20/2015,12982,13011,12894,12894
11/23/2015,12894,12923,12747,12894
11/24/2015,12894,12894,12747,12835
11/25/2015,12835,12835,12601,12601
11/26/2015,12990,13143,12762,12762
11/27/2015,12762,12762,12076,12114
11/30/2015,12114,12381,12038,12076
12/1/2015,12076,12571,12076,12190
12/2/2015,12305,12419,12267,12305
12/3/2015,12381,12610,12305,12495
12/4/2015,12533,12533,12267,12305
12/7/2015,12381,12457,12305,12419
12/8/2015,12419,12495,12267,12419
12/9/2015,12495,12952,12495,12724
12/10/2015,12914,12914,12419,12419
12/11/2015,12571,12762,12495,12724
12/14/2015,12648,12800,12571,12648
12/15/2015,12648,12648,12457,12495
12/16/2015,12495,12724,12419,12495
12/17/2015,12686,12686,12419,12495
12/18/2015,12495,12648,12495,12533
12/21/2015,12686,12686,12419,12457
12/22/2015,12495,12495,12267,12267
12/23/2015,12267,12419,12152,12267
12/24/2015,12190,12381,12076,12114
12/25/2015,12000,12267,12000,12114
12/28/2015,12114,12190,11886,11962
12/29/2015,11924,12000,11886,12000
12/30/2015,12076,12229,12076,12190
12/31/2015,12152,12267,12000,12000
1/4/2016,12190,12381,12114,12267
1/5/2016,12381,12381,12076,12114
1/6/2016,12229,12267,12152,12190
1/7/2016,12152,12190,11924,12038
1/8/2016,11924,12038,11810,11962
1/11/2016,12038,12038,11848,11886
1/12/2016,11886,12038,11848,12038
1/13/2016,12000,12152,11886,11962
1/14/2016,11810,11962,11276,11467
1/15/2016,11467,11657,11200,11200
1/18/2016,10857,10857,10438,10590
1/19/2016,10743,10895,10667,10705
1/20/2016,10476,10857,10476,10514
1/21/2016,10438,10514,9790,9829
1/22/2016,9943,10095,9448,9600
1/25/2016,9714,10248,9714,10248
1/26/2016,10095,10400,9943,10210
1/27/2016,10286,10781,10286,10705
1/28/2016,10781,10971,10552,10819
1/29/2016,10933,10933,10705,10895
2/1/2016,10819,10971,10590,10590
2/2/2016,10590,10667,10476,10514
2/3/2016,10590,10590,10286,10552
2/4/2016,10667,10743,10552,10705
2/5/2016,10857,10857,10667,10705
2/15/2016,10705,10781,10629,10781
2/16/2016,10705,10895,10667,10781
2/17/2016,10781,11048,10781,10895
2/18/2016,10971,11010,10857,10895
2/19/2016,10895,10971,10819,10857
2/22/2016,10857,11314,10819,11124
2/23/2016,11200,11238,10971,11048
2/24/2016,10971,11086,10933,11048
2/25/2016,11048,11352,11048,11124
2/26/2016,11200,11505,11200,11505
2/29/2016,11505,12152,11505,11848
3/1/2016,11962,11962,11619,11657
3/2/2016,11733,11810,11657,11733
3/3/2016,11771,12038,11771,11886
3/4/2016,11886,12152,11810,11924
3/7/2016,12724,12724,12648,12724
3/8/2016,13333,13410,12876,13105
3/9/2016,13143,13143,12686,12914
3/10/2016,13067,13067,12838,12990
3/11/2016,12990,13524,12952,13219
3/14/2016,13333,13486,13257,13371
3/15/2016,13371,13410,13143,13181
3/16/2016,13181,13295,13105,13257
3/17/2016,13371,13752,13333,13448
3/18/2016,13638,13752,13600,13600
3/21/2016,13714,13752,13295,13448
3/22/2016,13448,13676,13448,13524
3/23/2016,13638,13638,13371,13486
3/24/2016,13448,13486,13181,13257
3/25/2016,13257,13257,12876,13143
3/28/2016,13181,13638,13143,13638
3/29/2016,13714,13905,13333,13486
3/30/2016,13333,13600,13333,13524
3/31/2016,13524,13524,13143,13143
4/1/2016,13143,13181,12762,13067
4/4/2016,13143,13524,13105,13257
4/5/2016,13257,13714,13257,13714
4/6/2016,13829,14171,13638,14171
4/7/2016,14476,14667,14362,14438
4/8/2016,14590,15352,14590,15086
4/11/2016,15276,15505,14933,15276
4/12/2016,15200,15314,15086,15086
4/13/2016,15086,15352,14971,15238
4/14/2016,14362,14629,14286,14286
4/15/2016,14324,14514,14286,14286
4/19/2016,14286,14324,14057,14095
4/20/2016,14819,15048,14667,15048
4/21/2016,15505,16076,15390,16076
4/22/2016,16076,16343,15886,16152
4/25/2016,16076,16152,15924,15924
4/26/2016,15924,16610,15771,16610
4/27/2016,16686,17143,16686,16990
4/28/2016,16952,17067,16876,16990
4/29/2016,17181,17981,17181,17905
5/4/2016,15733,16389,15569,16389
5/5/2016,17044,17372,16127,16127
5/6/2016,15930,16717,15930,16389
5/9/2016,16553,16717,15733,15733
5/10/2016,15537,16028,15176,15733
5/11/2016,15930,16028,15635,15832
5/12/2016,15963,15963,15569,15602
5/13/2016,15471,15569,14914,15143
5/16/2016,15143,15274,14684,14914
5/17/2016,15078,15700,14947,15438
5/18/2016,15635,15635,15274,15274
5/19/2016,15110,15537,15078,15406
5/20/2016,15504,15504,15242,15242
5/23/2016,15242,15373,15012,15012
5/24/2016,15012,15897,14881,15799
5/25/2016,15963,16061,15569,15569
5/26/2016,15569,15864,15569,15766
5/27/2016,15700,16356,15700,16258
5/30/2016,16389,16553,16127,16225
5/31/2016,17356,17356,17208,17356
6/1/2016,17749,18339,17700,18241
6/2/2016,18044,18437,17897,18339
6/3/2016,18388,18388,18093,18290
6/6/2016,18192,18241,17405,17749
6/7/2016,17749,18093,17749,18093
6/8/2016,18339,19322,18339,19126
6/9/2016,19273,19372,18978,19175
6/10/2016,19175,19912,19175,19667
6/13/2016,19814,20011,19175,19765
6/14/2016,19765,21142,19617,21092
6/15/2016,21142,21633,20502,20945
6/16/2016,20945,21338,20453,20453
6/17/2016,20158,20404,19077,19273
6/20/2016,19667,19962,19470,19765
6/21/2016,20109,20945,19962,20158
6/22/2016,19912,20257,19765,19962
6/23/2016,19863,20355,19863,19962
6/24/2016,19962,19962,18585,19077
6/27/2016,18978,19470,18536,19372
6/28/2016,19372,20011,19175,20011
6/29/2016,20011,20748,20011,20650
6/30/2016,20797,21142,20257,20306
7/1/2016,20109,20994,20011,20650
7/4/2016,20896,21633,20847,21633
7/5/2016,22223,22322,21387,21682
7/6/2016,21191,22027,21191,22027
7/7/2016,22371,22518,22125,22469
7/8/2016,22912,23010,22174,23010
7/11/2016,23108,23502,22027,22027
7/12/2016,22371,22420,21142,22125
7/13/2016,22420,22813,22272,22420
7/14/2016,22420,22469,20896,20896
7/15/2016,20650,20945,19765,20601
7/18/2016,20650,21977,20601,21977
7/19/2016,22125,22371,20896,21535
7/20/2016,21535,21633,20404,20404
7/21/2016,20650,20847,18978,18978
7/22/2016,18880,18978,17847,18732
7/25/2016,18782,19175,17847,18241
7/26/2016,18093,18634,17651,18536
7/27/2016,18634,19421,18487,19421
7/28/2016,19568,19863,19322,19667
7/29/2016,19421,19667,19322,19372
8/1/2016,19077,19077,18437,18585
8/2/2016,18142,18585,18093,18241
8/3/2016,18241,19126,18241,19126
8/4/2016,19126,19126,18585,18585
8/5/2016,18437,19126,18388,19027
8/8/2016,19077,19322,18929,19273
8/9/2016,19175,19568,19175,19372
8/10/2016,19322,20158,19273,20011
8/11/2016,20011,20552,19962,20502
8/12/2016,20748,20797,20060,20109
8/15/2016,19912,20306,19814,20306
8/16/2016,20355,20748,20306,20404
8/17/2016,20453,20552,20158,20453
8/18/2016,20502,20896,20404,20502
8/19/2016,20650,20650,20060,20060
8/22/2016,19962,20109,19224,19273
8/23/2016,18978,19765,18978,19765
8/24/2016,20060,20601,19814,20601
8/25/2016,20699,21092,20699,20896
8/26/2016,20994,21142,20699,20797
8/29/2016,20896,21191,20404,20404
8/30/2016,20306,21289,20306,21289
8/31/2016,21486,21633,21092,21338
9/1/2016,21240,21633,21092,21633
9/5/2016,22371,22371,21879,22125
9/6/2016,22223,22272,21682,21682
9/7/2016,21535,21584,21043,21486
9/8/2016,21486,21928,21437,21633
9/9/2016,21633,21830,21240,21535
9/12/2016,21240,21338,20650,20748
9/13/2016,20896,21461,20822,21387
9/14/2016,21387,21437,21068,21289
9/15/2016,21338,21412,21019,21068
9/16/2016,20994,21240,20650,20650
9/19/2016,20650,20994,20158,20207
9/20/2016,20158,20650,19740,20650
9/21/2016,20650,20920,20404,20699
9/22/2016,20847,20847,20404,20404
9/23/2016,20306,20502,20158,20404
9/26/2016,20404,20552,20183,20207
9/27/2016,20232,20380,20158,20281
9/28/2016,20453,20502,20281,20404
9/29/2016,20404,20797,20404,20650
9/30/2016,20576,20871,20453,20650
10/3/2016,20502,20650,20060,20158
10/4/2016,20158,20257,19224,19470
10/5/2016,19519,19716,19298,19322
10/6/2016,19396,19544,18880,18978
10/7/2016,19126,19150,18511,19027
10/10/2016,19126,19175,18192,18192
10/11/2016,18290,19126,17897,19077
10/12/2016,19175,19175,18708,18757
10/13/2016,18585,19126,18437,18683
10/14/2016,18585,19175,18585,18683
10/17/2016,18634,18880,18610,18683
10/18/2016,18683,18904,18536,18855
10/19/2016,19027,19470,18978,19347
10/20/2016,19470,19814,19175,19175
10/21/2016,19912,19912,19372,19372
10/24/2016,19421,19642,19224,19273
10/25/2016,19224,19470,18683,18757
10/26/2016,18757,19027,18536,18831
10/27/2016,18880,19052,18732,19027
10/28/2016,19077,19839,19027,19568
10/31/2016,19962,20084,19667,19691
11/1/2016,19667,20011,19593,20011
11/2/2016,19912,20109,19421,19421
11/3/2016,19322,19396,19101,19396
11/4/2016,19421,19790,19421,19691
11/7/2016,19912,20822,19716,20699
11/8/2016,20896,20994,20650,20650
11/9/2016,20502,20650,19568,20650
11/10/2016,21092,21387,20970,21092
11/11/2016,20945,21535,20920,21142
11/14/2016,21142,21830,21043,21732
11/15/2016,21732,21928,21658,21732
11/16/2016,21830,21879,21609,21633
11/17/2016,21437,21682,21240,21338
11/18/2016,21338,21854,21314,21854
11/21/2016,22100,22838,22027,22838
11/22/2016,23010,23084,22616,22764
11/23/2016,22666,22912,22469,22838
11/24/2016,22838,23502,22838,23330
11/25/2016,23354,23526,23010,23305
11/28/2016,23428,23428,22616,22740
11/29/2016,22740,23231,22616,23059
11/30/2016,23108,23895,22862,23895
12/1/2016,23895,24165,23846,23993
12/2/2016,23944,24386,23698,24386
12/5/2016,24386,24510,23944,23944
12/6/2016,23944,23944,22322,22322
12/7/2016,22371,22862,22322,22616
12/8/2016,22912,23059,22715,22862
12/9/2016,22838,22961,22494,22740
12/12/2016,22740,22912,22616,22690
12/13/2016,22764,22813,22469,22715
12/14/2016,22715,23772,22641,23600
12/15/2016,23600,23846,23354,23796
12/16/2016,23796,24313,23796,24092
12/19/2016,24092,24436,23895,24092
12/20/2016,23993,24141,23870,24018
12/21/2016,24092,25468,24042,25321
12/22/2016,25419,25714,24927,25370
12/23/2016,25419,25468,25075,25222
12/26/2016,25566,25763,25321,25468
12/27/2016,25419,25419,24583,24731
12/28/2016,24780,25517,24780,25370
12/29/2016,25370,25812,25370,25419
12/30/2016,24829,25370,24829,25026
1/3/2017,25075,25517,24976,25222
1/4/2017,25222,25321,25075,25321
1/5/2017,25419,26255,25419,26206
1/6/2017,26550,26648,24731,25026
1/9/2017,24927,25222,24632,24927
1/10/2017,24927,25222,24927,25075
1/11/2017,25075,25468,24632,25468
1/12/2017,25321,25566,25075,25173
1/13/2017,24976,25173,24829,24829
1/16/2017,24780,24878,23502,24436
1/17/2017,24386,24386,23796,24337
1/18/2017,24239,24386,23502,23502
1/19/2017,23502,23772,23157,23206
1/20/2017,23206,24239,23206,23944
1/23/2017,24092,24288,23944,23944
1/24/2017,23944,24239,23944,24239
1/25/2017,24337,24436,24141,24436
2/2/2017,24534,24583,24116,24165
2/3/2017,24288,24386,24141,24141
2/6/2017,24141,24239,24042,24190
2/7/2017,24313,24436,24190,24214
2/8/2017,24436,24510,24239,24239
2/9/2017,24337,25222,24239,24878
2/10/2017,25026,25222,24682,24682
2/13/2017,24829,25173,24731,25173
2/14/2017,25272,25616,25173,25272
2/15/2017,25419,25419,24976,25075
2/16/2017,25075,25075,24460,24460
2/17/2017,24362,24436,23895,24436
2/20/2017,23993,24386,23796,24092
2/21/2017,24141,24436,23944,24288
2/22/2017,24190,24288,23649,23698
2/23/2017,23649,23796,23206,23526
2/24/2017,23551,23846,23502,23772
2/27/2017,24199,24199,23797,23872
2/28/2017,23872,24199,23722,23722
3/1/2017,23571,24048,23245,24048
3/2/2017,24098,24199,23747,24048
3/3/2017,23797,24023,23672,23747
3/6/2017,23747,23747,23295,23546
3/7/2017,23496,23847,23496,23772
3/8/2017,23822,23898,23646,23772
3/9/2017,23772,23847,23646,23747
3/10/2017,23747,23797,23546,23722
3/13/2017,23697,23697,23245,23245
3/14/2017,23345,23395,22918,22944
3/15/2017,22944,22969,22442,22918
3/16/2017,23094,23270,22994,22994
3/17/2017,23144,23144,22969,23019
3/20/2017,23094,24048,22994,23747
3/21/2017,23847,24249,23847,23923
3/22/2017,23948,23948,23621,23672
3/23/2017,23747,23847,23546,23646
3/24/2017,21497,22044,21406,21793
3/27/2017,21793,22022,21748,21976
3/28/2017,21976,22569,21976,22273
3/29/2017,22410,22569,22273,22364
3/30/2017,22410,22957,22341,22569
3/31/2017,22729,23003,22455,22592
4/3/2017,22592,22820,22455,22615
4/4/2017,22775,23505,22615,23505
4/5/2017,23505,23505,23049,23094
4/7/2017,22912,23688,22912,23642
4/10/2017,23870,23916,23551,23733
4/11/2017,23779,23870,23505,23505
4/12/2017,23459,23505,22364,22592
4/13/2017,22455,22912,22455,22524
4/14/2017,22455,22729,22044,22478
4/17/2017,22478,22638,21702,21725
4/18/2017,21725,21999,21542,21999
4/19/2017,21999,22410,21908,22318
4/20/2017,22364,22410,21953,21953
4/21/2017,21862,22113,21816,21839
4/24/2017,21771,21771,21314,21314
4/25/2017,21314,21542,21314,21542
4/26/2017,21542,22022,21497,21839
4/27/2017,21953,22181,21885,22159
4/28/2017,22159,22181,21862,22067
5/3/2017,21771,21999,21542,21839
5/4/2017,21862,22181,21862,22181
5/5/2017,22638,23049,22638,22661
5/8/2017,22638,22752,22318,22478
5/9/2017,22364,22569,22273,22546
5/10/2017,22638,22729,22501,22524
5/11/2017,22524,22729,22364,22364
5/12/2017,22592,22706,22478,22592
5/15/2017,22775,22775,22524,22569
5/16/2017,22524,22546,21953,21953
5/17/2017,21908,22273,21771,22090
5/18/2017,22044,22159,21816,22044
5/19/2017,22113,22136,21839,22113
5/22/2017,22250,22775,22227,22683
5/23/2017,22957,23094,22752,22820
5/24/2017,22912,23551,22775,23505
5/25/2017,23733,23733,23094,23140
5/26/2017,23231,23824,23186,23779
5/29/2017,25439,25439,25160,25439
5/30/2017,25439,25559,24441,24520
5/31/2017,24481,26198,24481,26198
6/1/2017,26198,26318,25758,25838
6/2/2017,25798,25798,25239,25559
6/5/2017,25639,26158,25559,25878
6/6/2017,25798,26677,25758,26597
6/7/2017,26677,27076,26358,26358
6/8/2017,26358,26477,25838,26038
